[2026-03-15T02:33:46.113+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: brewery_data_pipeline.extract_bronze_layer scheduled__2026-03-14T00:00:00+00:00 [queued]>
[2026-03-15T02:33:46.128+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: brewery_data_pipeline.extract_bronze_layer scheduled__2026-03-14T00:00:00+00:00 [queued]>
[2026-03-15T02:33:46.141+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 2
[2026-03-15T02:33:46.184+0000] {taskinstance.py:2191} INFO - Executing <Task(BashOperator): extract_bronze_layer> on 2026-03-14 00:00:00+00:00
[2026-03-15T02:33:46.190+0000] {standard_task_runner.py:60} INFO - Started process 1710 to run task
[2026-03-15T02:33:46.193+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'brewery_data_pipeline', 'extract_bronze_layer', 'scheduled__2026-03-14T00:00:00+00:00', '--job-id', '3', '--raw', '--subdir', 'DAGS_FOLDER/brewery_pipeline.py', '--cfg-path', '/tmp/tmp68msack1']
[2026-03-15T02:33:46.195+0000] {standard_task_runner.py:88} INFO - Job 3: Subtask extract_bronze_layer
[2026-03-15T02:33:46.214+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:194 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2026-03-15T02:33:46.284+0000] {task_command.py:423} INFO - Running <TaskInstance: brewery_data_pipeline.extract_bronze_layer scheduled__2026-03-14T00:00:00+00:00 [running]> on host 7ae72f5da3a1
[2026-03-15T05:46:25.946+0000] {subprocess.py:93} INFO - Página 159 buscada. Total de cervejarias até agora: 7950
[2026-03-15T05:46:25.946+0000] {subprocess.py:93} INFO - Página 160 buscada. Total de cervejarias até agora: 8000
[2026-03-15T05:46:25.947+0000] {subprocess.py:93} INFO - Página 161 buscada. Total de cervejarias até agora: 8050
[2026-03-15T05:46:25.947+0000] {subprocess.py:93} INFO - Página 162 buscada. Total de cervejarias até agora: 8100
[2026-03-15T05:46:25.947+0000] {subprocess.py:93} INFO - Página 163 buscada. Total de cervejarias até agora: 8150
[2026-03-15T05:46:25.947+0000] {subprocess.py:93} INFO - Página 164 buscada. Total de cervejarias até agora: 8200
[2026-03-15T05:46:25.948+0000] {subprocess.py:93} INFO - Página 165 buscada. Total de cervejarias até agora: 8250
[2026-03-15T05:46:25.948+0000] {subprocess.py:93} INFO - Página 166 buscada. Total de cervejarias até agora: 8300
[2026-03-15T05:46:25.948+0000] {subprocess.py:93} INFO - Página 167 buscada. Total de cervejarias até agora: 8350
[2026-03-15T05:46:25.949+0000] {subprocess.py:93} INFO - Página 168 buscada. Total de cervejarias até agora: 8400
[2026-03-15T05:46:25.949+0000] {subprocess.py:93} INFO - Página 169 buscada. Total de cervejarias até agora: 8450
[2026-03-15T05:46:25.950+0000] {subprocess.py:93} INFO - Página 170 buscada. Total de cervejarias até agora: 8500
[2026-03-15T05:46:25.950+0000] {subprocess.py:93} INFO - Página 171 buscada. Total de cervejarias até agora: 8550
[2026-03-15T05:46:25.950+0000] {subprocess.py:93} INFO - Página 172 buscada. Total de cervejarias até agora: 8600
[2026-03-15T05:46:25.950+0000] {subprocess.py:93} INFO - Página 173 buscada. Total de cervejarias até agora: 8650
[2026-03-15T05:46:25.951+0000] {subprocess.py:93} INFO - Página 174 buscada. Total de cervejarias até agora: 8700
[2026-03-15T05:46:25.951+0000] {subprocess.py:93} INFO - Página 175 buscada. Total de cervejarias até agora: 8750
[2026-03-15T05:46:25.951+0000] {subprocess.py:93} INFO - Página 176 buscada. Total de cervejarias até agora: 8800
[2026-03-15T05:46:25.951+0000] {subprocess.py:93} INFO - Página 177 buscada. Total de cervejarias até agora: 8850
[2026-03-15T05:46:25.952+0000] {subprocess.py:93} INFO - Página 178 buscada. Total de cervejarias até agora: 8900
[2026-03-15T05:46:25.952+0000] {subprocess.py:93} INFO - Página 179 buscada. Total de cervejarias até agora: 8950
[2026-03-15T05:46:25.952+0000] {subprocess.py:93} INFO - Página 180 buscada. Total de cervejarias até agora: 9000
[2026-03-15T05:46:25.954+0000] {subprocess.py:93} INFO - Página 181 buscada. Total de cervejarias até agora: 9050
[2026-03-15T05:46:25.954+0000] {subprocess.py:93} INFO - Página 182 buscada. Total de cervejarias até agora: 9100
[2026-03-15T05:46:25.955+0000] {subprocess.py:93} INFO - Página 183 buscada. Total de cervejarias até agora: 9150
[2026-03-15T05:46:25.955+0000] {subprocess.py:93} INFO - Página 184 buscada. Total de cervejarias até agora: 9200
[2026-03-15T05:46:25.955+0000] {subprocess.py:93} INFO - Página 185 buscada. Total de cervejarias até agora: 9250
[2026-03-15T05:46:25.955+0000] {subprocess.py:93} INFO - Página 186 buscada. Total de cervejarias até agora: 9251
[2026-03-15T05:46:25.956+0000] {subprocess.py:93} INFO - Página 187 vazia. Todas as cervejarias foram buscadas.
[2026-03-15T05:46:25.956+0000] {subprocess.py:93} INFO - Busca completa. Total de cervejarias encontradas: 9251
[2026-03-15T05:46:25.956+0000] {subprocess.py:93} INFO - Dados brutos salvos em s3a://brewery-datalake/bronze/breweries/2026-03-14/breweries_raw.json
[2026-03-15T05:46:25.956+0000] {subprocess.py:93} INFO - Script de extração finalizado em: 2026-03-15 05:46:25.940179
[2026-03-15T05:46:25.963+0000] {subprocess.py:97} INFO - Command exited with return code 0
[2026-03-15T05:46:25.985+0000] {taskinstance.py:1138} INFO - Marking task as SUCCESS. dag_id=brewery_data_pipeline, task_id=extract_bronze_layer, execution_date=20260314T000000, start_date=20260315T054421, end_date=20260315T054625
[2026-03-15T05:46:26.041+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 0
[2026-03-15T05:46:26.069+0000] {taskinstance.py:3280} INFO - 1 downstream tasks scheduled from follow-on schedule check
